image,attempt,bounds,check,fired,severity,values
06.webp,1,"[655, 657, 841, 903]",translation_sanity,False,none,"{'source_text': '．．．まあいいじゃ', 'translation': '... Well, fine', 'source_len': 9, 'translation_len': 14, 'ratio': 1.56}"
06.webp,1,"[655, 657, 841, 903]",detection_plausibility,False,none,"{'box_width': 186, 'box_height': 246, 'source_len': 9, 'confidence': None, 'chars_per_100px_height': 3.66}"
06.webp,1,"[535, 705, 581, 751]",text_fit,False,none,"{'box_width': 46, 'box_height': 46, 'chosen_font_size': 10, 'ceiling_font_size': 46, 'line_count': 1, 'lines': ['huh'], 'max_line_width': 21, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.0, 'hard_wrapped_single_word': False}"
06.webp,1,"[535, 705, 581, 751]",translation_sanity,False,none,"{'source_text': 'ひ', 'translation': 'huh', 'source_len': 1, 'translation_len': 3, 'ratio': 3.0}"
06.webp,1,"[535, 705, 581, 751]",detection_plausibility,False,none,"{'box_width': 46, 'box_height': 46, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 2.17}"
06.webp,1,"[196, 784, 249, 861]",text_fit,False,none,"{'box_width': 53, 'box_height': 77, 'chosen_font_size': 10, 'ceiling_font_size': 53, 'line_count': 1, 'lines': ['pop'], 'max_line_width': 17, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.45, 'hard_wrapped_single_word': False}"
06.webp,1,"[196, 784, 249, 861]",translation_sanity,False,none,"{'source_text': 'ヒョコ', 'translation': 'pop', 'source_len': 3, 'translation_len': 3, 'ratio': 1.0}"
06.webp,1,"[196, 784, 249, 861]",detection_plausibility,False,none,"{'box_width': 53, 'box_height': 77, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 3.9}"
06.webp,1,"[484, 828, 561, 933]",text_fit,False,none,"{'box_width': 77, 'box_height': 105, 'chosen_font_size': 10, 'ceiling_font_size': 77, 'line_count': 1, 'lines': ['Whew~'], 'max_line_width': 37, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.36, 'hard_wrapped_single_word': False}"
06.webp,1,"[484, 828, 561, 933]",translation_sanity,False,none,"{'source_text': 'ウィーム', 'translation': 'Whew~', 'source_len': 4, 'translation_len': 5, 'ratio': 1.25}"
06.webp,1,"[484, 828, 561, 933]",detection_plausibility,False,none,"{'box_width': 77, 'box_height': 105, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 3.81}"
06.webp,1,"[89, 939, 177, 1063]",text_fit,False,none,"{'box_width': 88, 'box_height': 124, 'chosen_font_size': 10, 'ceiling_font_size': 88, 'line_count': 1, 'lines': ['hah'], 'max_line_width': 19, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.41, 'hard_wrapped_single_word': False}"
06.webp,1,"[89, 939, 177, 1063]",translation_sanity,False,none,"{'source_text': 'はぁっ、', 'translation': 'hah', 'source_len': 4, 'translation_len': 3, 'ratio': 0.75}"
06.webp,1,"[89, 939, 177, 1063]",detection_plausibility,False,none,"{'box_width': 88, 'box_height': 124, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 3.23}"
06.webp,1,"[299, 1168, 394, 1338]",text_fit,False,none,"{'box_width': 95, 'box_height': 170, 'chosen_font_size': 10, 'ceiling_font_size': 95, 'line_count': 1, 'lines': ['Huh!'], 'max_line_width': 25, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.79, 'hard_wrapped_single_word': False}"
06.webp,1,"[299, 1168, 394, 1338]",translation_sanity,False,none,"{'source_text': 'キョｏ', 'translation': 'Huh!', 'source_len': 3, 'translation_len': 4, 'ratio': 1.33}"
06.webp,1,"[299, 1168, 394, 1338]",detection_plausibility,False,none,"{'box_width': 95, 'box_height': 170, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 1.76}"
06.webp,1,"[533, 1187, 584, 1307]",text_fit,False,none,"{'box_width': 51, 'box_height': 120, 'chosen_font_size': 10, 'ceiling_font_size': 51, 'line_count': 1, 'lines': ['Okay?'], 'max_line_width': 27, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.35, 'hard_wrapped_single_word': False}"
06.webp,1,"[533, 1187, 584, 1307]",translation_sanity,False,none,"{'source_text': 'いいか．．．', 'translation': 'Okay?', 'source_len': 6, 'translation_len': 5, 'ratio': 0.83}"
06.webp,1,"[533, 1187, 584, 1307]",detection_plausibility,False,none,"{'box_width': 51, 'box_height': 120, 'source_len': 6, 'confidence': None, 'chars_per_100px_height': 5.0}"
06.webp,1,"[0, 1259, 102, 1412]",text_fit,False,none,"{'box_width': 102, 'box_height': 153, 'chosen_font_size': 10, 'ceiling_font_size': 102, 'line_count': 1, 'lines': ['peek'], 'max_line_width': 24, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.5, 'hard_wrapped_single_word': False}"
06.webp,1,"[0, 1259, 102, 1412]",translation_sanity,False,none,"{'source_text': 'キョロ', 'translation': 'peek', 'source_len': 3, 'translation_len': 4, 'ratio': 1.33}"
06.webp,1,"[0, 1259, 102, 1412]",detection_plausibility,False,none,"{'box_width': 102, 'box_height': 153, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 1.96}"
07.webp,1,"[907, 158, 997, 413]",text_fit,False,none,"{'box_width': 90, 'box_height': 255, 'chosen_font_size': 10, 'ceiling_font_size': 90, 'line_count': 1, 'lines': ['What?'], 'max_line_width': 29, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.83, 'hard_wrapped_single_word': False}"
07.webp,1,"[907, 158, 997, 413]",translation_sanity,False,none,"{'source_text': '；：：：は？', 'translation': 'What?', 'source_len': 6, 'translation_len': 5, 'ratio': 0.83}"
07.webp,1,"[907, 158, 997, 413]",detection_plausibility,False,none,"{'box_width': 90, 'box_height': 255, 'source_len': 6, 'confidence': None, 'chars_per_100px_height': 2.35}"
07.webp,1,"[305, 735, 393, 1069]",text_fit,False,none,"{'box_width': 88, 'box_height': 334, 'chosen_font_size': 10, 'ceiling_font_size': 88, 'line_count': 1, 'lines': ['A hook?'], 'max_line_width': 35, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 3.8, 'hard_wrapped_single_word': False}"
07.webp,1,"[305, 735, 393, 1069]",translation_sanity,False,none,"{'source_text': '鼻：フック？', 'translation': 'A hook?', 'source_len': 6, 'translation_len': 7, 'ratio': 1.17}"
07.webp,1,"[305, 735, 393, 1069]",detection_plausibility,False,none,"{'box_width': 88, 'box_height': 334, 'source_len': 6, 'confidence': None, 'chars_per_100px_height': 1.8}"
07.webp,1,"[851, 987, 871, 1011]",text_fit,False,none,"{'box_width': 20, 'box_height': 24, 'chosen_font_size': 10, 'ceiling_font_size': 20, 'line_count': 2, 'lines': ['Late', 'r'], 'max_line_width': 20, 'total_text_height': 16, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.2, 'hard_wrapped_single_word': False}"
07.webp,1,"[851, 987, 871, 1011]",translation_sanity,False,none,"{'source_text': 'あと', 'translation': 'Later', 'source_len': 2, 'translation_len': 5, 'ratio': 2.5}"
07.webp,1,"[851, 987, 871, 1011]",detection_plausibility,False,none,"{'box_width': 20, 'box_height': 24, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 8.33}"
07.webp,1,"[700, 1225, 798, 1413]",text_fit,False,none,"{'box_width': 98, 'box_height': 188, 'chosen_font_size': 10, 'ceiling_font_size': 98, 'line_count': 1, 'lines': ['Me too?'], 'max_line_width': 34, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.92, 'hard_wrapped_single_word': False}"
07.webp,1,"[700, 1225, 798, 1413]",translation_sanity,False,none,"{'source_text': '私も？', 'translation': 'Me too?', 'source_len': 3, 'translation_len': 7, 'ratio': 2.33}"
07.webp,1,"[700, 1225, 798, 1413]",detection_plausibility,False,none,"{'box_width': 98, 'box_height': 188, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 1.6}"
07.webp,1,"[103, 1243, 236, 1626]",text_fit,False,none,"{'box_width': 133, 'box_height': 383, 'chosen_font_size': 10, 'ceiling_font_size': 133, 'line_count': 2, 'lines': ['Well, I already put it on', 'before…'], 'max_line_width': 105, 'total_text_height': 21, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.88, 'hard_wrapped_single_word': False}"
07.webp,1,"[103, 1243, 236, 1626]",translation_sanity,False,none,"{'source_text': 'ま、前にも付けたような．．．', 'translation': 'Well, I already put it on before…', 'source_len': 14, 'translation_len': 33, 'ratio': 2.36}"
07.webp,1,"[103, 1243, 236, 1626]",detection_plausibility,False,none,"{'box_width': 133, 'box_height': 383, 'source_len': 14, 'confidence': None, 'chars_per_100px_height': 3.66}"
07.webp,1,"[1257, 1798, 1280, 1823]",text_fit,False,none,"{'box_width': 23, 'box_height': 25, 'chosen_font_size': 10, 'ceiling_font_size': 23, 'line_count': 2, 'lines': ['Wha', 't?!'], 'max_line_width': 22, 'total_text_height': 18, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.09, 'hard_wrapped_single_word': False}"
07.webp,1,"[1257, 1798, 1280, 1823]",translation_sanity,False,none,"{'source_text': '！？', 'translation': 'What?!', 'source_len': 2, 'translation_len': 6, 'ratio': 3.0}"
07.webp,1,"[1257, 1798, 1280, 1823]",detection_plausibility,False,none,"{'box_width': 23, 'box_height': 25, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 8.0}"
08.webp,1,"[1050, 72, 1213, 450]",text_fit,False,none,"{'box_width': 163, 'box_height': 378, 'chosen_font_size': 10, 'ceiling_font_size': 163, 'line_count': 1, 'lines': [""You're cute, Rin""], 'max_line_width': 72, 'total_text_height': 9, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.32, 'hard_wrapped_single_word': False}"
08.webp,1,"[1050, 72, 1213, 450]",translation_sanity,False,none,"{'source_text': 'かわいいよ、凛子', 'translation': ""You're cute, Rin"", 'source_len': 8, 'translation_len': 16, 'ratio': 2.0}"
08.webp,1,"[1050, 72, 1213, 450]",detection_plausibility,False,none,"{'box_width': 163, 'box_height': 378, 'source_len': 8, 'confidence': None, 'chars_per_100px_height': 2.12}"
08.webp,1,"[84, 976, 252, 1345]",text_fit,False,none,"{'box_width': 168, 'box_height': 369, 'chosen_font_size': 10, 'ceiling_font_size': 168, 'line_count': 1, 'lines': ['Ah...'], 'max_line_width': 19, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.2, 'hard_wrapped_single_word': False}"
08.webp,1,"[84, 976, 252, 1345]",translation_sanity,False,none,"{'source_text': 'ああ．．．', 'translation': 'Ah...', 'source_len': 5, 'translation_len': 5, 'ratio': 1.0}"
08.webp,1,"[84, 976, 252, 1345]",detection_plausibility,False,none,"{'box_width': 168, 'box_height': 369, 'source_len': 5, 'confidence': None, 'chars_per_100px_height': 1.36}"
08.webp,1,"[0, 1795, 20, 1824]",text_fit,True,high,"{'box_width': 20, 'box_height': 29, 'chosen_font_size': 10, 'ceiling_font_size': 20, 'line_count': 23, 'lines': ['(No', 'output', '-', 'the', 'particle', '""と""', 'alone', 'carries', 'no', 'translatable', 'meaning', 'in', 'this', 'context', 'and', 'would', 'not', 'be', 'rendered', 'in', 'natural', 'English', 'dialogue.)'], 'max_line_width': 54, 'total_text_height': 235, 'width_overflow_px': 34, 'height_overflow_px': 206, 'box_aspect_h_over_w': 1.45, 'hard_wrapped_single_word': False}"
08.webp,1,"[0, 1795, 20, 1824]",translation_sanity,True,medium,"{'source_text': 'と', 'translation': '(No output - the particle ""と"" alone carries no translatable meaning in this context and would not be rendered in natural English dialogue.)', 'source_len': 1, 'translation_len': 139, 'ratio': 139.0}"
08.webp,1,"[0, 1795, 20, 1824]",detection_plausibility,False,none,"{'box_width': 20, 'box_height': 29, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 3.45}"
09.webp,1,"[1037, 50, 1198, 405]",text_fit,False,none,"{'box_width': 161, 'box_height': 355, 'chosen_font_size': 10, 'ceiling_font_size': 161, 'line_count': 1, 'lines': [""You're cute, Aibana.""], 'max_line_width': 90, 'total_text_height': 9, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.2, 'hard_wrapped_single_word': False}"
09.webp,1,"[1037, 50, 1198, 405]",translation_sanity,False,none,"{'source_text': 'かわいいよ愛鼻', 'translation': ""You're cute, Aibana."", 'source_len': 7, 'translation_len': 20, 'ratio': 2.86}"
09.webp,1,"[1037, 50, 1198, 405]",detection_plausibility,False,none,"{'box_width': 161, 'box_height': 355, 'source_len': 7, 'confidence': None, 'chars_per_100px_height': 1.97}"
09.webp,1,"[71, 139, 233, 597]",text_fit,False,none,"{'box_width': 162, 'box_height': 458, 'chosen_font_size': 10, 'ceiling_font_size': 162, 'line_count': 1, 'lines': ['Huh— you used my name!'], 'max_line_width': 119, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.83, 'hard_wrapped_single_word': False}"
09.webp,1,"[71, 139, 233, 597]",translation_sanity,False,none,"{'source_text': 'ひ、人の名前を勝手に：：', 'translation': 'Huh— you used my name!', 'source_len': 12, 'translation_len': 22, 'ratio': 1.83}"
09.webp,1,"[71, 139, 233, 597]",detection_plausibility,False,none,"{'box_width': 162, 'box_height': 458, 'source_len': 12, 'confidence': None, 'chars_per_100px_height': 2.62}"
09.webp,1,"[58, 949, 240, 1306]",text_fit,False,none,"{'box_width': 182, 'box_height': 357, 'chosen_font_size': 10, 'ceiling_font_size': 182, 'line_count': 1, 'lines': ['Ah…'], 'max_line_width': 19, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.96, 'hard_wrapped_single_word': False}"
09.webp,1,"[58, 949, 240, 1306]",translation_sanity,False,none,"{'source_text': 'ああ．．．', 'translation': 'Ah…', 'source_len': 5, 'translation_len': 3, 'ratio': 0.6}"
09.webp,1,"[58, 949, 240, 1306]",detection_plausibility,False,none,"{'box_width': 182, 'box_height': 357, 'source_len': 5, 'confidence': None, 'chars_per_100px_height': 1.4}"
09.webp,1,"[1257, 1789, 1279, 1811]",text_fit,False,none,"{'box_width': 22, 'box_height': 22, 'chosen_font_size': 10, 'ceiling_font_size': 22, 'line_count': 1, 'lines': ['07'], 'max_line_width': 12, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.0, 'hard_wrapped_single_word': False}"
09.webp,1,"[1257, 1789, 1279, 1811]",translation_sanity,False,none,"{'source_text': '０７', 'translation': '07', 'source_len': 2, 'translation_len': 2, 'ratio': 1.0}"
09.webp,1,"[1257, 1789, 1279, 1811]",detection_plausibility,False,none,"{'box_width': 22, 'box_height': 22, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 9.09}"
10.webp,1,"[120, 64, 296, 445]",text_fit,False,none,"{'box_width': 176, 'box_height': 381, 'chosen_font_size': 10, 'ceiling_font_size': 176, 'line_count': 1, 'lines': [""Wha... I'm the only one...""], 'max_line_width': 109, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.16, 'hard_wrapped_single_word': False}"
10.webp,1,"[120, 64, 296, 445]",translation_sanity,False,none,"{'source_text': 'わ、私だけこんな．．．', 'translation': ""Wha... I'm the only one..."", 'source_len': 11, 'translation_len': 26, 'ratio': 2.36}"
10.webp,1,"[120, 64, 296, 445]",detection_plausibility,False,none,"{'box_width': 176, 'box_height': 381, 'source_len': 11, 'confidence': None, 'chars_per_100px_height': 2.89}"
10.webp,1,"[1086, 88, 1246, 429]",text_fit,False,none,"{'box_width': 160, 'box_height': 341, 'chosen_font_size': 10, 'ceiling_font_size': 160, 'line_count': 1, 'lines': [""You're cute, Nene.""], 'max_line_width': 85, 'total_text_height': 9, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.13, 'hard_wrapped_single_word': False}"
10.webp,1,"[1086, 88, 1246, 429]",translation_sanity,False,none,"{'source_text': 'かわいいよ寧々', 'translation': ""You're cute, Nene."", 'source_len': 7, 'translation_len': 18, 'ratio': 2.57}"
10.webp,1,"[1086, 88, 1246, 429]",detection_plausibility,False,none,"{'box_width': 160, 'box_height': 341, 'source_len': 7, 'confidence': None, 'chars_per_100px_height': 2.05}"
10.webp,1,"[112, 1164, 259, 1522]",text_fit,False,none,"{'box_width': 147, 'box_height': 358, 'chosen_font_size': 10, 'ceiling_font_size': 147, 'line_count': 1, 'lines': ['Ah...'], 'max_line_width': 19, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.44, 'hard_wrapped_single_word': False}"
10.webp,1,"[112, 1164, 259, 1522]",translation_sanity,False,none,"{'source_text': 'ああ．．．', 'translation': 'Ah...', 'source_len': 5, 'translation_len': 5, 'ratio': 1.0}"
10.webp,1,"[112, 1164, 259, 1522]",detection_plausibility,False,none,"{'box_width': 147, 'box_height': 358, 'source_len': 5, 'confidence': None, 'chars_per_100px_height': 1.4}"
10.webp,1,"[222, 1569, 1018, 1754]",text_fit,False,none,"{'box_width': 796, 'box_height': 185, 'chosen_font_size': 10, 'ceiling_font_size': 185, 'line_count': 1, 'lines': ['Nose hooks, all sorts. Some even come at you from 25 directions. No privacy left in your nostrils.'], 'max_line_width': 427, 'total_text_height': 11, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 0.23, 'hard_wrapped_single_word': False}"
10.webp,1,"[222, 1569, 1018, 1754]",translation_sanity,False,none,"{'source_text': '鼻フック、ろいろ。その２５方向から責めあげるものも存在します。もはや鼻の穴にプライバシーはありません。', 'translation': 'Nose hooks, all sorts. Some even come at you from 25 directions. No privacy left in your nostrils.', 'source_len': 51, 'translation_len': 98, 'ratio': 1.92}"
10.webp,1,"[222, 1569, 1018, 1754]",detection_plausibility,True,low,"{'box_width': 796, 'box_height': 185, 'source_len': 51, 'confidence': None, 'chars_per_100px_height': 27.57}"
11.webp,1,"[75, 52, 277, 373]",text_fit,False,none,"{'box_width': 202, 'box_height': 321, 'chosen_font_size': 10, 'ceiling_font_size': 202, 'line_count': 1, 'lines': ['Ah,'], 'max_line_width': 15, 'total_text_height': 9, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.59, 'hard_wrapped_single_word': False}"
11.webp,1,"[75, 52, 277, 373]",translation_sanity,False,none,"{'source_text': 'ああ、', 'translation': 'Ah,', 'source_len': 3, 'translation_len': 3, 'ratio': 1.0}"
11.webp,1,"[75, 52, 277, 373]",detection_plausibility,False,none,"{'box_width': 202, 'box_height': 321, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 0.93}"
11.webp,1,"[259, 1543, 989, 1732]",text_fit,False,none,"{'box_width': 730, 'box_height': 189, 'chosen_font_size': 10, 'ceiling_font_size': 189, 'line_count': 1, 'lines': [""Various nose hooks—some have a broad tip. It's a nose that gives everything to the other person, an investment nose.""], 'max_line_width': 522, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 0.26, 'hard_wrapped_single_word': False}"
11.webp,1,"[259, 1543, 989, 1732]",translation_sanity,False,none,"{'source_text': '「鼻フックいろいろ」ろックの先端自信が広いものもあります。相手にすべてを捧げた、投資の鼻です。', 'translation': ""Various nose hooks—some have a broad tip. It's a nose that gives everything to the other person, an investment nose."", 'source_len': 47, 'translation_len': 116, 'ratio': 2.47}"
11.webp,1,"[259, 1543, 989, 1732]",detection_plausibility,False,none,"{'box_width': 730, 'box_height': 189, 'source_len': 47, 'confidence': None, 'chars_per_100px_height': 24.87}"
11.webp,1,"[1261, 1785, 1280, 1806]",text_fit,False,none,"{'box_width': 19, 'box_height': 21, 'chosen_font_size': 10, 'ceiling_font_size': 19, 'line_count': 2, 'lines': ['ele', 'ven'], 'max_line_width': 18, 'total_text_height': 16, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.11, 'hard_wrapped_single_word': False}"
11.webp,1,"[1261, 1785, 1280, 1806]",translation_sanity,False,none,"{'source_text': '１１', 'translation': 'eleven', 'source_len': 2, 'translation_len': 6, 'ratio': 3.0}"
11.webp,1,"[1261, 1785, 1280, 1806]",detection_plausibility,False,none,"{'box_width': 19, 'box_height': 21, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 9.52}"
12.webp,1,"[1078, 206, 1234, 666]",text_fit,False,none,"{'box_width': 156, 'box_height': 460, 'chosen_font_size': 10, 'ceiling_font_size': 156, 'line_count': 1, 'lines': ['Miku, pfft.'], 'max_line_width': 46, 'total_text_height': 11, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.95, 'hard_wrapped_single_word': False}"
12.webp,1,"[1078, 206, 1234, 666]",translation_sanity,False,none,"{'source_text': 'ミクだブヒ', 'translation': 'Miku, pfft.', 'source_len': 5, 'translation_len': 11, 'ratio': 2.2}"
12.webp,1,"[1078, 206, 1234, 666]",detection_plausibility,False,none,"{'box_width': 156, 'box_height': 460, 'source_len': 5, 'confidence': None, 'chars_per_100px_height': 1.09}"
12.webp,1,"[126, 1046, 264, 1348]",text_fit,False,none,"{'box_width': 138, 'box_height': 302, 'chosen_font_size': 10, 'ceiling_font_size': 138, 'line_count': 1, 'lines': ['Ah...'], 'max_line_width': 19, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.19, 'hard_wrapped_single_word': False}"
12.webp,1,"[126, 1046, 264, 1348]",translation_sanity,False,none,"{'source_text': 'ああ．．．', 'translation': 'Ah...', 'source_len': 5, 'translation_len': 5, 'ratio': 1.0}"
12.webp,1,"[126, 1046, 264, 1348]",detection_plausibility,False,none,"{'box_width': 138, 'box_height': 302, 'source_len': 5, 'confidence': None, 'chars_per_100px_height': 1.66}"
12.webp,1,"[0, 1807, 12, 1820]",text_fit,True,high,"{'box_width': 12, 'box_height': 13, 'chosen_font_size': 10, 'ceiling_font_size': 12, 'line_count': 3, 'lines': ['H', 'u', 'h'], 'max_line_width': 8, 'total_text_height': 26, 'width_overflow_px': 0, 'height_overflow_px': 13, 'box_aspect_h_over_w': 1.08, 'hard_wrapped_single_word': False}"
12.webp,1,"[0, 1807, 12, 1820]",translation_sanity,False,none,"{'source_text': 'え', 'translation': 'Huh', 'source_len': 1, 'translation_len': 3, 'ratio': 3.0}"
12.webp,1,"[0, 1807, 12, 1820]",detection_plausibility,False,none,"{'box_width': 12, 'box_height': 13, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 7.69}"
13.webp,1,"[78, 32, 225, 496]",text_fit,False,none,"{'box_width': 147, 'box_height': 464, 'chosen_font_size': 10, 'ceiling_font_size': 147, 'line_count': 1, 'lines': [""It's Luca, oink!""], 'max_line_width': 64, 'total_text_height': 9, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 3.16, 'hard_wrapped_single_word': False}"
13.webp,1,"[78, 32, 225, 496]",translation_sanity,False,none,"{'source_text': 'ルカだブヒ', 'translation': ""It's Luca, oink!"", 'source_len': 5, 'translation_len': 16, 'ratio': 3.2}"
13.webp,1,"[78, 32, 225, 496]",detection_plausibility,False,none,"{'box_width': 147, 'box_height': 464, 'source_len': 5, 'confidence': None, 'chars_per_100px_height': 1.08}"
13.webp,1,"[525, 398, 566, 453]",text_fit,False,none,"{'box_width': 41, 'box_height': 55, 'chosen_font_size': 10, 'ceiling_font_size': 41, 'line_count': 1, 'lines': ['Ah!'], 'max_line_width': 16, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.34, 'hard_wrapped_single_word': False}"
13.webp,1,"[525, 398, 566, 453]",translation_sanity,False,none,"{'source_text': 'あ', 'translation': 'Ah!', 'source_len': 1, 'translation_len': 3, 'ratio': 3.0}"
13.webp,1,"[525, 398, 566, 453]",detection_plausibility,False,none,"{'box_width': 41, 'box_height': 55, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 1.82}"
13.webp,1,"[114, 1062, 238, 1366]",text_fit,False,none,"{'box_width': 124, 'box_height': 304, 'chosen_font_size': 10, 'ceiling_font_size': 124, 'line_count': 1, 'lines': ['Ah...'], 'max_line_width': 19, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.45, 'hard_wrapped_single_word': False}"
13.webp,1,"[114, 1062, 238, 1366]",translation_sanity,False,none,"{'source_text': 'ああ．．．', 'translation': 'Ah...', 'source_len': 5, 'translation_len': 5, 'ratio': 1.0}"
13.webp,1,"[114, 1062, 238, 1366]",detection_plausibility,False,none,"{'box_width': 124, 'box_height': 304, 'source_len': 5, 'confidence': None, 'chars_per_100px_height': 1.64}"
14.webp,1,"[843, 336, 1197, 1228]",text_fit,False,none,"{'box_width': 354, 'box_height': 892, 'chosen_font_size': 10, 'ceiling_font_size': 354, 'line_count': 1, 'lines': ['...hehe'], 'max_line_width': 32, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.52, 'hard_wrapped_single_word': False}"
14.webp,1,"[843, 336, 1197, 1228]",translation_sanity,False,none,"{'source_text': '．．．えへへ', 'translation': '...hehe', 'source_len': 6, 'translation_len': 7, 'ratio': 1.17}"
14.webp,1,"[843, 336, 1197, 1228]",detection_plausibility,False,none,"{'box_width': 354, 'box_height': 892, 'source_len': 6, 'confidence': None, 'chars_per_100px_height': 0.67}"
14.webp,1,"[127, 396, 282, 673]",text_fit,False,none,"{'box_width': 155, 'box_height': 277, 'chosen_font_size': 10, 'ceiling_font_size': 155, 'line_count': 3, 'lines': ['[REDACTED 2026-09-14 -- explicit/suggestive dialogue, non-fired row, content not needed for any documented finding]'], 'max_line_width': 146, 'total_text_height': 36, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.79, 'hard_wrapped_single_word': False}"
14.webp,1,"[127, 396, 282, 673]",translation_sanity,False,none,"{'source_text': '[REDACTED 2026-09-14 -- explicit/suggestive dialogue, non-fired row, content not needed for any documented finding]', 'translation': '[REDACTED 2026-09-14 -- explicit/suggestive dialogue, non-fired row, content not needed for any documented finding]', 'source_len': 31, 'translation_len': 87, 'ratio': 2.81}"
14.webp,1,"[127, 396, 282, 673]",detection_plausibility,False,none,"{'box_width': 155, 'box_height': 277, 'source_len': 31, 'confidence': None, 'chars_per_100px_height': 11.19}"
14.webp,1,"[693, 434, 810, 566]",text_fit,False,none,"{'box_width': 117, 'box_height': 132, 'chosen_font_size': 10, 'ceiling_font_size': 117, 'line_count': 1, 'lines': ['Uhh…'], 'max_line_width': 27, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.13, 'hard_wrapped_single_word': False}"
14.webp,1,"[693, 434, 810, 566]",translation_sanity,False,none,"{'source_text': 'えぇ．．．', 'translation': 'Uhh…', 'source_len': 5, 'translation_len': 4, 'ratio': 0.8}"
14.webp,1,"[693, 434, 810, 566]",detection_plausibility,False,none,"{'box_width': 117, 'box_height': 132, 'source_len': 5, 'confidence': None, 'chars_per_100px_height': 3.79}"
