image,attempt,bounds,check,fired,severity,values
04.webp,1,"[644, 1142, 1249, 1738]",text_fit,False,none,"{'box_width': 605, 'box_height': 596, 'chosen_font_size': 10, 'ceiling_font_size': 596, 'line_count': 1, 'lines': ['Whoa! Oh... huh...'], 'max_line_width': 81, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 0.99, 'hard_wrapped_single_word': False}"
04.webp,1,"[644, 1142, 1249, 1738]",translation_sanity,False,none,"{'source_text': 'H噢哦噢噢哦！嗯咯噢 喔噢…哈啊隆咕', 'translation': 'Whoa! Oh... huh...', 'source_len': 18, 'translation_len': 18, 'ratio': 1.0}"
04.webp,1,"[644, 1142, 1249, 1738]",detection_plausibility,False,none,"{'box_width': 605, 'box_height': 596, 'source_len': 18, 'confidence': None, 'chars_per_100px_height': 3.02}"
04.webp,1,"[403, 0, 711, 296]",text_fit,False,none,"{'box_width': 308, 'box_height': 296, 'chosen_font_size': 10, 'ceiling_font_size': 296, 'line_count': 1, 'lines': ['Big N'], 'max_line_width': 25, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 0.96, 'hard_wrapped_single_word': False}"
04.webp,1,"[403, 0, 711, 296]",translation_sanity,False,none,"{'source_text': '大N', 'translation': 'Big N', 'source_len': 2, 'translation_len': 5, 'ratio': 2.5}"
04.webp,1,"[403, 0, 711, 296]",detection_plausibility,False,none,"{'box_width': 308, 'box_height': 296, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 0.68}"
04.webp,1,"[0, 0, 176, 270]",text_fit,False,none,"{'box_width': 176, 'box_height': 270, 'chosen_font_size': 10, 'ceiling_font_size': 176, 'line_count': 1, 'lines': ['also'], 'max_line_width': 17, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.53, 'hard_wrapped_single_word': False}"
04.webp,1,"[0, 0, 176, 270]",translation_sanity,False,none,"{'source_text': 'も', 'translation': 'also', 'source_len': 1, 'translation_len': 4, 'ratio': 4.0}"
04.webp,1,"[0, 0, 176, 270]",detection_plausibility,False,none,"{'box_width': 176, 'box_height': 270, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 0.37}"
04.webp,1,"[0, 356, 687, 1566]",text_fit,False,none,"{'box_width': 687, 'box_height': 1210, 'chosen_font_size': 10, 'ceiling_font_size': 687, 'line_count': 1, 'lines': ['I... uh...'], 'max_line_width': 31, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.76, 'hard_wrapped_single_word': False}"
04.webp,1,"[0, 356, 687, 1566]",translation_sanity,False,none,"{'source_text': '之B我元元元…', 'translation': 'I... uh...', 'source_len': 7, 'translation_len': 10, 'ratio': 1.43}"
04.webp,1,"[0, 356, 687, 1566]",detection_plausibility,False,none,"{'box_width': 687, 'box_height': 1210, 'source_len': 7, 'confidence': None, 'chars_per_100px_height': 0.58}"
06.webp,1,"[1091, 1237, 1155, 1458]",text_fit,False,none,"{'box_width': 64, 'box_height': 221, 'chosen_font_size': 10, 'ceiling_font_size': 64, 'line_count': 1, 'lines': ['0.1 star… leak'], 'max_line_width': 60, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 3.45, 'hard_wrapped_single_word': False}"
06.webp,1,"[1091, 1237, 1155, 1458]",translation_sanity,False,none,"{'source_text': '0一星……漏', 'translation': '0.1 star… leak', 'source_len': 6, 'translation_len': 14, 'ratio': 2.33}"
06.webp,1,"[1091, 1237, 1155, 1458]",detection_plausibility,False,none,"{'box_width': 64, 'box_height': 221, 'source_len': 6, 'confidence': None, 'chars_per_100px_height': 2.71}"
06.webp,1,"[1074, 887, 1214, 1194]",text_fit,False,none,"{'box_width': 140, 'box_height': 307}"
06.webp,1,"[1074, 887, 1214, 1194]",translation_sanity,False,none,"{'source_text': '', 'translation': '', 'source_len': 0, 'translation_len': 0}"
06.webp,1,"[1074, 887, 1214, 1194]",detection_plausibility,False,none,"{'box_width': 140, 'box_height': 307, 'source_len': 0, 'confidence': None}"
06.webp,1,"[1028, 330, 1083, 468]",text_fit,False,none,"{'box_width': 55, 'box_height': 138, 'chosen_font_size': 10, 'ceiling_font_size': 55, 'line_count': 1, 'lines': ['… uh…'], 'max_line_width': 28, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.51, 'hard_wrapped_single_word': False}"
06.webp,1,"[1028, 330, 1083, 468]",translation_sanity,False,none,"{'source_text': '……呃', 'translation': '… uh…', 'source_len': 3, 'translation_len': 5, 'ratio': 1.67}"
06.webp,1,"[1028, 330, 1083, 468]",detection_plausibility,False,none,"{'box_width': 55, 'box_height': 138, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 2.17}"
06.webp,1,"[788, 587, 964, 880]",text_fit,False,none,"{'box_width': 176, 'box_height': 293, 'chosen_font_size': 10, 'ceiling_font_size': 176, 'line_count': 1, 'lines': ['Exactly!'], 'max_line_width': 35, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.66, 'hard_wrapped_single_word': False}"
06.webp,1,"[788, 587, 964, 880]",translation_sanity,False,none,"{'source_text': '正', 'translation': 'Exactly!', 'source_len': 1, 'translation_len': 8, 'ratio': 8.0}"
06.webp,1,"[788, 587, 964, 880]",detection_plausibility,False,none,"{'box_width': 176, 'box_height': 293, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 0.34}"
06.webp,1,"[745, 1432, 840, 1583]",text_fit,False,none,"{'box_width': 95, 'box_height': 151, 'chosen_font_size': 10, 'ceiling_font_size': 95, 'line_count': 1, 'lines': ['Taste it!'], 'max_line_width': 35, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.59, 'hard_wrapped_single_word': False}"
06.webp,1,"[745, 1432, 840, 1583]",translation_sanity,False,none,"{'source_text': '品', 'translation': 'Taste it!', 'source_len': 1, 'translation_len': 9, 'ratio': 9.0}"
06.webp,1,"[745, 1432, 840, 1583]",detection_plausibility,False,none,"{'box_width': 95, 'box_height': 151, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 0.66}"
06.webp,1,"[420, 1606, 442, 1636]",text_fit,False,none,"{'box_width': 22, 'box_height': 30, 'chosen_font_size': 10, 'ceiling_font_size': 22, 'line_count': 1, 'lines': ['I'], 'max_line_width': 3, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.36, 'hard_wrapped_single_word': False}"
06.webp,1,"[420, 1606, 442, 1636]",translation_sanity,True,high,"{'source_text': 'I', 'translation': 'I', 'source_len': 1, 'translation_len': 1}"
06.webp,1,"[420, 1606, 442, 1636]",detection_plausibility,False,none,"{'box_width': 22, 'box_height': 30, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 3.33}"
06.webp,1,"[11, 1081, 311, 1505]",text_fit,False,none,"{'box_width': 300, 'box_height': 424, 'chosen_font_size': 10, 'ceiling_font_size': 300, 'line_count': 1, 'lines': [""Yu Xiang's mother... baby?""], 'max_line_width': 117, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.41, 'hard_wrapped_single_word': False}"
06.webp,1,"[11, 1081, 311, 1505]",translation_sanity,False,none,"{'source_text': '喻响母…婴8ヒ', 'translation': ""Yu Xiang's mother... baby?"", 'source_len': 7, 'translation_len': 26, 'ratio': 3.71}"
06.webp,1,"[11, 1081, 311, 1505]",detection_plausibility,False,none,"{'box_width': 300, 'box_height': 424, 'source_len': 7, 'confidence': None, 'chars_per_100px_height': 1.65}"
06.webp,1,"[0, 393, 328, 735]",text_fit,False,none,"{'box_width': 328, 'box_height': 342, 'chosen_font_size': 10, 'ceiling_font_size': 328, 'line_count': 1, 'lines': ['Pnzy'], 'max_line_width': 25, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.04, 'hard_wrapped_single_word': False}"
06.webp,1,"[0, 393, 328, 735]",translation_sanity,True,high,"{'source_text': 'Pnzy', 'translation': 'Pnzy', 'source_len': 4, 'translation_len': 4}"
06.webp,1,"[0, 393, 328, 735]",detection_plausibility,False,none,"{'box_width': 328, 'box_height': 342, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 1.17}"
07.webp,1,"[1057, 456, 1172, 699]",text_fit,False,none,"{'box_width': 115, 'box_height': 243, 'chosen_font_size': 10, 'ceiling_font_size': 115, 'line_count': 1, 'lines': ['Which... number?'], 'max_line_width': 83, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.11, 'hard_wrapped_single_word': False}"
07.webp,1,"[1057, 456, 1172, 699]",translation_sanity,False,none,"{'source_text': '哪…号号', 'translation': 'Which... number?', 'source_len': 4, 'translation_len': 16, 'ratio': 4.0}"
07.webp,1,"[1057, 456, 1172, 699]",detection_plausibility,False,none,"{'box_width': 115, 'box_height': 243, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 1.65}"
07.webp,1,"[1001, 1429, 1081, 1643]",text_fit,False,none,"{'box_width': 80, 'box_height': 214, 'chosen_font_size': 10, 'ceiling_font_size': 80, 'line_count': 1, 'lines': ['Huh… thing?'], 'max_line_width': 60, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.67, 'hard_wrapped_single_word': False}"
07.webp,1,"[1001, 1429, 1081, 1643]",translation_sanity,False,none,"{'source_text': 'HTTH…ふ品', 'translation': 'Huh… thing?', 'source_len': 7, 'translation_len': 11, 'ratio': 1.57}"
07.webp,1,"[1001, 1429, 1081, 1643]",detection_plausibility,False,none,"{'box_width': 80, 'box_height': 214, 'source_len': 7, 'confidence': None, 'chars_per_100px_height': 3.27}"
07.webp,1,"[945, 0, 1143, 156]",text_fit,False,none,"{'box_width': 198, 'box_height': 156, 'chosen_font_size': 10, 'ceiling_font_size': 156, 'line_count': 1, 'lines': ['a'], 'max_line_width': 5, 'total_text_height': 6, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 0.79, 'hard_wrapped_single_word': False}"
07.webp,1,"[945, 0, 1143, 156]",translation_sanity,True,high,"{'source_text': 'a', 'translation': 'a', 'source_len': 1, 'translation_len': 1}"
07.webp,1,"[945, 0, 1143, 156]",detection_plausibility,False,none,"{'box_width': 198, 'box_height': 156, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 0.64}"
07.webp,1,"[597, 1255, 717, 1385]",text_fit,False,none,"{'box_width': 120, 'box_height': 130, 'chosen_font_size': 10, 'ceiling_font_size': 120, 'line_count': 1, 'lines': ['leaf'], 'max_line_width': 18, 'total_text_height': 9, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.08, 'hard_wrapped_single_word': False}"
07.webp,1,"[597, 1255, 717, 1385]",translation_sanity,False,none,"{'source_text': '叶', 'translation': 'leaf', 'source_len': 1, 'translation_len': 4, 'ratio': 4.0}"
07.webp,1,"[597, 1255, 717, 1385]",detection_plausibility,False,none,"{'box_width': 120, 'box_height': 130, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 0.77}"
07.webp,1,"[350, 1573, 434, 1767]",text_fit,False,none,"{'box_width': 84, 'box_height': 194, 'chosen_font_size': 10, 'ceiling_font_size': 84, 'line_count': 1, 'lines': ['Ha!'], 'max_line_width': 16, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.31, 'hard_wrapped_single_word': False}"
07.webp,1,"[350, 1573, 434, 1767]",translation_sanity,False,none,"{'source_text': '哈啊', 'translation': 'Ha!', 'source_len': 2, 'translation_len': 3, 'ratio': 1.5}"
07.webp,1,"[350, 1573, 434, 1767]",detection_plausibility,False,none,"{'box_width': 84, 'box_height': 194, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 1.03}"
07.webp,1,"[99, 42, 437, 246]",text_fit,False,none,"{'box_width': 338, 'box_height': 204}"
07.webp,1,"[99, 42, 437, 246]",translation_sanity,False,none,"{'source_text': '294.7]', 'translation': '', 'source_len': 6, 'translation_len': 0}"
07.webp,1,"[99, 42, 437, 246]",detection_plausibility,False,none,"{'box_width': 338, 'box_height': 204, 'source_len': 6, 'confidence': None, 'chars_per_100px_height': 2.94}"
07.webp,1,"[62, 1418, 211, 1664]",text_fit,False,none,"{'box_width': 149, 'box_height': 246, 'chosen_font_size': 10, 'ceiling_font_size': 149, 'line_count': 1, 'lines': ['Um…'], 'max_line_width': 22, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.65, 'hard_wrapped_single_word': False}"
07.webp,1,"[62, 1418, 211, 1664]",translation_sanity,False,none,"{'source_text': '…嗯…', 'translation': 'Um…', 'source_len': 3, 'translation_len': 3, 'ratio': 1.0}"
07.webp,1,"[62, 1418, 211, 1664]",detection_plausibility,False,none,"{'box_width': 149, 'box_height': 246, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 1.22}"
07.webp,1,"[0, 444, 265, 1031]",text_fit,False,none,"{'box_width': 265, 'box_height': 587, 'chosen_font_size': 10, 'ceiling_font_size': 265, 'line_count': 1, 'lines': [""...? ♪ Girls' school""], 'max_line_width': 72, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.22, 'hard_wrapped_single_word': False}"
07.webp,1,"[0, 444, 265, 1031]",translation_sanity,False,none,"{'source_text': '…¿♪8女学', 'translation': ""...? ♪ Girls' school"", 'source_len': 6, 'translation_len': 20, 'ratio': 3.33}"
07.webp,1,"[0, 444, 265, 1031]",detection_plausibility,False,none,"{'box_width': 265, 'box_height': 587, 'source_len': 6, 'confidence': None, 'chars_per_100px_height': 1.02}"
08.webp,1,"[1003, 108, 1130, 374]",text_fit,False,none,"{'box_width': 127, 'box_height': 266, 'chosen_font_size': 10, 'ceiling_font_size': 127, 'line_count': 1, 'lines': ['Type three... type zero?'], 'max_line_width': 106, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.09, 'hard_wrapped_single_word': False}"
08.webp,1,"[1003, 108, 1130, 374]",translation_sanity,False,none,"{'source_text': '…3号品…号号0', 'translation': 'Type three... type zero?', 'source_len': 8, 'translation_len': 24, 'ratio': 3.0}"
08.webp,1,"[1003, 108, 1130, 374]",detection_plausibility,False,none,"{'box_width': 127, 'box_height': 266, 'source_len': 8, 'confidence': None, 'chars_per_100px_height': 3.01}"
08.webp,1,"[873, 1539, 1240, 1808]",text_fit,False,none,"{'box_width': 367, 'box_height': 269, 'chosen_font_size': 10, 'ceiling_font_size': 269, 'line_count': 1, 'lines': ['Yo!'], 'max_line_width': 14, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 0.73, 'hard_wrapped_single_word': False}"
08.webp,1,"[873, 1539, 1240, 1808]",translation_sanity,False,none,"{'source_text': '0カー!', 'translation': 'Yo!', 'source_len': 4, 'translation_len': 3, 'ratio': 0.75}"
08.webp,1,"[873, 1539, 1240, 1808]",detection_plausibility,False,none,"{'box_width': 367, 'box_height': 269, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 1.49}"
08.webp,1,"[648, 1449, 658, 1466]",text_fit,False,none,"{'box_width': 10, 'box_height': 17}"
08.webp,1,"[648, 1449, 658, 1466]",translation_sanity,False,none,"{'source_text': '', 'translation': '', 'source_len': 0, 'translation_len': 0}"
08.webp,1,"[648, 1449, 658, 1466]",detection_plausibility,False,none,"{'box_width': 10, 'box_height': 17, 'source_len': 0, 'confidence': None}"
08.webp,1,"[476, 469, 620, 776]",text_fit,False,none,"{'box_width': 144, 'box_height': 307, 'chosen_font_size': 10, 'ceiling_font_size': 144, 'line_count': 1, 'lines': ['Please…'], 'max_line_width': 36, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.13, 'hard_wrapped_single_word': False}"
08.webp,1,"[476, 469, 620, 776]",translation_sanity,False,none,"{'source_text': '…德…Q', 'translation': 'Please…', 'source_len': 4, 'translation_len': 7, 'ratio': 1.75}"
08.webp,1,"[476, 469, 620, 776]",detection_plausibility,False,none,"{'box_width': 144, 'box_height': 307, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 1.3}"
08.webp,1,"[217, 83, 308, 217]",text_fit,False,none,"{'box_width': 91, 'box_height': 134, 'chosen_font_size': 10, 'ceiling_font_size': 91, 'line_count': 1, 'lines': ['product'], 'max_line_width': 36, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.47, 'hard_wrapped_single_word': False}"
08.webp,1,"[217, 83, 308, 217]",translation_sanity,False,none,"{'source_text': '品', 'translation': 'product', 'source_len': 1, 'translation_len': 7, 'ratio': 7.0}"
08.webp,1,"[217, 83, 308, 217]",detection_plausibility,False,none,"{'box_width': 91, 'box_height': 134, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 0.75}"
08.webp,1,"[38, 506, 337, 951]",text_fit,False,none,"{'box_width': 299, 'box_height': 445, 'chosen_font_size': 10, 'ceiling_font_size': 299, 'line_count': 1, 'lines': ['Crap!'], 'max_line_width': 25, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.49, 'hard_wrapped_single_word': False}"
08.webp,1,"[38, 506, 337, 951]",translation_sanity,False,none,"{'source_text': 'C品', 'translation': 'Crap!', 'source_len': 2, 'translation_len': 5, 'ratio': 2.5}"
08.webp,1,"[38, 506, 337, 951]",detection_plausibility,False,none,"{'box_width': 299, 'box_height': 445, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 0.45}"
08.webp,1,"[0, 1344, 398, 1808]",text_fit,False,none,"{'box_width': 398, 'box_height': 464, 'chosen_font_size': 10, 'ceiling_font_size': 398, 'line_count': 1, 'lines': ['Gulp'], 'max_line_width': 23, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.17, 'hard_wrapped_single_word': False}"
08.webp,1,"[0, 1344, 398, 1808]",translation_sanity,False,none,"{'source_text': 'GU', 'translation': 'Gulp', 'source_len': 2, 'translation_len': 4, 'ratio': 2.0}"
08.webp,1,"[0, 1344, 398, 1808]",detection_plausibility,False,none,"{'box_width': 398, 'box_height': 464, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 0.43}"
09.webp,1,"[1106, 117, 1165, 347]",text_fit,False,none,"{'box_width': 59, 'box_height': 230, 'chosen_font_size': 10, 'ceiling_font_size': 59, 'line_count': 2, 'lines': ['Hmph…', 'hmph…'], 'max_line_width': 36, 'total_text_height': 22, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 3.9, 'hard_wrapped_single_word': False}"
09.webp,1,"[1106, 117, 1165, 347]",translation_sanity,False,none,"{'source_text': '哼嗯…哼嗯…', 'translation': 'Hmph… hmph…', 'source_len': 6, 'translation_len': 11, 'ratio': 1.83}"
09.webp,1,"[1106, 117, 1165, 347]",detection_plausibility,False,none,"{'box_width': 59, 'box_height': 230, 'source_len': 6, 'confidence': None, 'chars_per_100px_height': 2.61}"
09.webp,1,"[1100, 519, 1203, 712]",text_fit,False,none,"{'box_width': 103, 'box_height': 193, 'chosen_font_size': 10, 'ceiling_font_size': 103, 'line_count': 1, 'lines': ['When one—'], 'max_line_width': 55, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.87, 'hard_wrapped_single_word': False}"
09.webp,1,"[1100, 519, 1203, 712]",translation_sanity,False,none,"{'source_text': '当一', 'translation': 'When one—', 'source_len': 2, 'translation_len': 9, 'ratio': 4.5}"
09.webp,1,"[1100, 519, 1203, 712]",detection_plausibility,False,none,"{'box_width': 103, 'box_height': 193, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 1.04}"
09.webp,1,"[999, 1377, 1134, 1549]",text_fit,False,none,"{'box_width': 135, 'box_height': 172}"
09.webp,1,"[999, 1377, 1134, 1549]",translation_sanity,False,none,"{'source_text': '', 'translation': '', 'source_len': 0, 'translation_len': 0}"
09.webp,1,"[999, 1377, 1134, 1549]",detection_plausibility,False,none,"{'box_width': 135, 'box_height': 172, 'source_len': 0, 'confidence': None}"
09.webp,1,"[700, 131, 723, 144]",text_fit,True,high,"{'box_width': 23, 'box_height': 13, 'chosen_font_size': 10, 'ceiling_font_size': 13, 'line_count': 3, 'lines': ['TH', 'WAC', 'K'], 'max_line_width': 23, 'total_text_height': 28, 'width_overflow_px': 0, 'height_overflow_px': 15, 'box_aspect_h_over_w': 0.57, 'hard_wrapped_single_word': True}"
09.webp,1,"[700, 131, 723, 144]",translation_sanity,False,none,"{'source_text': 'TII', 'translation': 'THWACK', 'source_len': 3, 'translation_len': 6, 'ratio': 2.0}"
09.webp,1,"[700, 131, 723, 144]",detection_plausibility,False,none,"{'box_width': 23, 'box_height': 13, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 23.08}"
09.webp,1,"[511, 652, 614, 865]",text_fit,False,none,"{'box_width': 103, 'box_height': 213, 'chosen_font_size': 10, 'ceiling_font_size': 103, 'line_count': 1, 'lines': ['zero one'], 'max_line_width': 41, 'total_text_height': 6, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.07, 'hard_wrapped_single_word': False}"
09.webp,1,"[511, 652, 614, 865]",translation_sanity,False,none,"{'source_text': '0一', 'translation': 'zero one', 'source_len': 2, 'translation_len': 8, 'ratio': 4.0}"
09.webp,1,"[511, 652, 614, 865]",detection_plausibility,False,none,"{'box_width': 103, 'box_height': 213, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 0.94}"
09.webp,1,"[105, 808, 403, 1145]",text_fit,False,none,"{'box_width': 298, 'box_height': 337, 'chosen_font_size': 10, 'ceiling_font_size': 298, 'line_count': 1, 'lines': ['9委日沽沽'], 'max_line_width': 26, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.13, 'hard_wrapped_single_word': False}"
09.webp,1,"[105, 808, 403, 1145]",translation_sanity,True,high,"{'source_text': '9委日沽沽', 'translation': '9委日沽沽', 'source_len': 5, 'translation_len': 5}"
09.webp,1,"[105, 808, 403, 1145]",detection_plausibility,False,none,"{'box_width': 298, 'box_height': 337, 'source_len': 5, 'confidence': None, 'chars_per_100px_height': 1.48}"
09.webp,1,"[42, 1326, 309, 1748]",text_fit,False,none,"{'box_width': 267, 'box_height': 422, 'chosen_font_size': 10, 'ceiling_font_size': 267, 'line_count': 1, 'lines': ['CSB'], 'max_line_width': 19, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.58, 'hard_wrapped_single_word': False}"
09.webp,1,"[42, 1326, 309, 1748]",translation_sanity,True,high,"{'source_text': 'CSB', 'translation': 'CSB', 'source_len': 3, 'translation_len': 3}"
09.webp,1,"[42, 1326, 309, 1748]",detection_plausibility,False,none,"{'box_width': 267, 'box_height': 422, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 0.71}"
09.webp,1,"[0, 0, 632, 496]",text_fit,False,none,"{'box_width': 632, 'box_height': 496, 'chosen_font_size': 10, 'ceiling_font_size': 496, 'line_count': 1, 'lines': ['Hmm…'], 'max_line_width': 32, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 0.78, 'hard_wrapped_single_word': False}"
09.webp,1,"[0, 0, 632, 496]",translation_sanity,False,none,"{'source_text': '嗯…哼嗯', 'translation': 'Hmm…', 'source_len': 4, 'translation_len': 4, 'ratio': 1.0}"
09.webp,1,"[0, 0, 632, 496]",detection_plausibility,False,none,"{'box_width': 632, 'box_height': 496, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 0.81}"
15.webp,1,"[1065, 92, 1136, 304]",text_fit,False,none,"{'box_width': 71, 'box_height': 212, 'chosen_font_size': 10, 'ceiling_font_size': 71, 'line_count': 1, 'lines': ['Hey, duck!'], 'max_line_width': 50, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.99, 'hard_wrapped_single_word': False}"
15.webp,1,"[1065, 92, 1136, 304]",translation_sanity,False,none,"{'source_text': '照号 鸭', 'translation': 'Hey, duck!', 'source_len': 4, 'translation_len': 10, 'ratio': 2.5}"
15.webp,1,"[1065, 92, 1136, 304]",detection_plausibility,False,none,"{'box_width': 71, 'box_height': 212, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 1.89}"
15.webp,1,"[928, 759, 1280, 1443]",text_fit,False,none,"{'box_width': 352, 'box_height': 684, 'chosen_font_size': 10, 'ceiling_font_size': 352, 'line_count': 1, 'lines': ['000 Sea Heart Bureau'], 'max_line_width': 102, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.94, 'hard_wrapped_single_word': False}"
15.webp,1,"[928, 759, 1280, 1443]",translation_sanity,False,none,"{'source_text': '000海心局', 'translation': '000 Sea Heart Bureau', 'source_len': 6, 'translation_len': 20, 'ratio': 3.33}"
15.webp,1,"[928, 759, 1280, 1443]",detection_plausibility,False,none,"{'box_width': 352, 'box_height': 684, 'source_len': 6, 'confidence': None, 'chars_per_100px_height': 0.88}"
15.webp,1,"[855, 642, 872, 659]",text_fit,False,none,"{'box_width': 17, 'box_height': 17, 'chosen_font_size': 10, 'ceiling_font_size': 17, 'line_count': 1, 'lines': ['7'], 'max_line_width': 6, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.0, 'hard_wrapped_single_word': False}"
15.webp,1,"[855, 642, 872, 659]",translation_sanity,True,high,"{'source_text': '7', 'translation': '7', 'source_len': 1, 'translation_len': 1}"
15.webp,1,"[855, 642, 872, 659]",detection_plausibility,False,none,"{'box_width': 17, 'box_height': 17, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 5.88}"
15.webp,1,"[726, 125, 858, 464]",text_fit,False,none,"{'box_width': 132, 'box_height': 339, 'chosen_font_size': 10, 'ceiling_font_size': 132, 'line_count': 1, 'lines': ['Shisheng'], 'max_line_width': 46, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.57, 'hard_wrapped_single_word': False}"
15.webp,1,"[726, 125, 858, 464]",translation_sanity,False,none,"{'source_text': '世生', 'translation': 'Shisheng', 'source_len': 2, 'translation_len': 8, 'ratio': 4.0}"
15.webp,1,"[726, 125, 858, 464]",detection_plausibility,False,none,"{'box_width': 132, 'box_height': 339, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 0.59}"
15.webp,1,"[559, 689, 888, 1196]",text_fit,False,none,"{'box_width': 329, 'box_height': 507, 'chosen_font_size': 10, 'ceiling_font_size': 329, 'line_count': 1, 'lines': ['Oh... haha!'], 'max_line_width': 49, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.54, 'hard_wrapped_single_word': False}"
15.webp,1,"[559, 689, 888, 1196]",translation_sanity,False,none,"{'source_text': '喔噢…噗哈啊', 'translation': 'Oh... haha!', 'source_len': 6, 'translation_len': 11, 'ratio': 1.83}"
